Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain
1949,PhD,Divorced,35946.0,1,1,3383,24,8,0,3,0,0,0,1,0,0,3,5,0,0
1983,Master,Married,36262.0,0,0,3390,24,88,39,54,64,28,153,1,3,5,3,6,1,0
1954,Master,Widow,44551.0,0,1,3410,24,182,4,33,0,0,66,2,4,1,5,7,0,0
1959,Graduation,Together,71367.0,0,0,3418,24,227,23,389,42,21,75,1,4,5,7,2,0,0
1959,Graduation,Together,71367.0,0,0,3418,24,227,23,389,42,21,75,1,4,5,7,2,0,0
1959,Graduation,Together,57957.0,0,1,3422,24,290,59,177,77,5,29,7,4,6,8,3,0,1
1972,2n Cycle,Together,50334.0,0,1,3448,24,284,16,160,84,16,134,6,7,4,6,6,0,0
1949,Master,Married,48150.0,0,1,3435,24,173,2,39,3,2,47,3,5,1,4,7,0,0
1969,Graduation,Married,56796.0,0,1,3606,24,656,38,161,62,47,37,3,8,9,7,7,0,0
1969,Graduation,Married,56796.0,0,1,3606,24,656,38,161,62,47,37,3,8,9,7,7,0,0
1963,PhD,Widow,52278.0,0,1,3628,24,953,0,71,0,0,174,6,10,5,10,8,1,0
1963,PhD,Widow,52278.0,0,1,3628,24,953,0,71,0,0,174,6,10,5,10,8,0,0
1996,2n Cycle,Married,7500.0,0,0,3764,24,3,18,14,15,22,50,3,3,1,3,9,1,0
1952,Master,Married,33444.0,1,1,3948,24,8,0,8,0,0,2,1,1,0,2,8,0,0
1973,Graduation,Married,20895.0,1,0,3857,24,18,3,17,3,0,4,1,2,0,3,9,0,0
1976,Master,Together,37509.0,1,0,3675,24,37,5,56,12,8,5,2,3,0,4,7,0,0
1978,Master,Married,88097.0,1,0,3788,24,163,0,480,0,126,75,1,6,5,8,9,1,0
1973,Graduation,Married,59041.0,1,1,3102,25,69,2,15,2,2,6,2,2,0,4,5,0,0
1974,Graduation,Single,43322.0,0,0,3177,25,56,7,48,10,2,18,1,3,0,4,7,0,0
1955,PhD,Together,46015.0,1,1,3185,25,38,0,2,0,0,6,1,1,0,3,7,0,0
1955,PhD,Together,46015.0,1,1,3185,25,38,0,2,0,0,6,1,1,0,3,7,0,0
1959,Master,Married,34242.0,0,1,3206,25,8,2,4,0,0,1,1,0,0,3,5,0,0
1955,Graduation,Married,65210.0,0,1,3012,25,626,0,70,0,7,28,2,9,3,8,6,0,0
1958,PhD,Widow,50520.0,0,1,3260,25,112,0,6,2,1,14,2,3,1,3,6,0,0
1970,Graduation,Married,90765.0,0,0,3264,25,547,99,812,151,82,33,0,4,6,5,1,0,0
1944,Graduation,Married,80589.0,0,0,3266,25,507,93,520,242,40,26,1,5,10,5,1,1,0
1958,Master,Married,49572.0,1,1,3304,25,35,1,16,0,1,1,2,2,0,3,7,0,0
1978,Graduation,Together,75437.0,0,0,3399,25,795,0,545,95,58,0,1,8,4,10,6,0,0
1971,Master,Divorced,44635.0,1,1,3339,25,56,0,9,0,0,3,2,2,0,3,7,0,0
1964,Graduation,Married,58512.0,0,1,3391,25,895,10,101,13,0,152,5,3,4,8,8,0,0
1952,PhD,Single,62000.0,0,1,3416,25,899,0,101,0,0,20,1,6,6,13,4,0,0
1956,Graduation,Single,54252.0,1,1,3505,25,178,4,26,8,4,44,5,4,1,5,6,0,0
1974,PhD,Together,45068.0,0,1,3517,25,14,0,3,0,0,3,1,1,0,2,7,0,0
1979,Graduation,Single,60474.0,0,1,3649,25,265,199,303,234,9,170,7,10,2,12,7,0,0
1979,Graduation,Single,60474.0,0,1,3649,25,265,199,303,234,9,170,7,10,2,12,7,0,0
1981,2n Cycle,Married,56337.0,1,1,3567,25,349,16,144,28,5,182,5,8,5,4,8,1,0
1987,Graduation,Together,22434.0,1,0,3609,25,4,12,11,3,13,15,2,2,0,3,8,0,0
1982,Graduation,Together,61416.0,0,0,3439,25,848,154,323,201,61,78,1,10,3,10,6,0,0
1975,Master,Married,92163.0,0,0,3672,25,817,183,797,106,163,20,0,5,11,5,2,1,0
1956,Master,Together,58656.0,0,1,3755,25,962,12,194,16,24,12,4,7,8,13,6,0,0
1986,Basic,Single,8940.0,1,0,3784,25,1,45,3,4,6,42,3,3,1,3,8,0,0
1974,Graduation,Married,26751.0,2,0,3146,26,1,1,5,0,3,1,1,1,0,2,8,0,0
1978,Graduation,Married,71427.0,2,0,2951,26,212,123,177,15,64,23,2,8,2,8,4,0,0
1984,Graduation,Together,26646.0,1,0,3013,26,11,4,20,10,3,5,2,2,0,4,6,0,0
1974,Graduation,Divorced,19346.0,1,0,3258,26,2,0,9,3,6,2,1,1,0,3,8,0,0
1975,Graduation,Single,56243.0,1,2,3289,26,347,0,35,4,3,7,6,4,2,8,5,0,0
1970,PhD,Married,59892.0,0,1,3611,26,73,0,13,0,1,0,1,2,1,3,3,0,0
1965,Graduation,Together,71613.0,0,0,3420,26,426,49,127,111,21,42,1,8,2,10,4,0,0
1986,Graduation,Married,25252.0,1,0,3312,26,1,3,4,2,2,6,1,1,0,2,8,0,0
1975,Graduation,Single,42160.0,1,1,3474,26,48,9,45,3,15,20,4,2,1,4,6,1,0
1979,Basic,Single,15862.0,1,0,3475,26,1,1,4,11,9,10,1,1,0,3,8,0,0
1974,Master,Married,82584.0,0,0,3557,26,1076,68,103,29,91,68,1,3,4,8,1,1,0
1989,Graduation,Married,38360.0,1,0,3502,26,36,2,42,20,21,10,2,2,1,4,3,0,0
1957,PhD,Married,75283.0,1,2,3567,26,733,9,180,12,19,66,11,6,3,5,4,0,0
1956,Master,Together,34941.0,1,1,3499,26,39,2,25,4,3,24,2,3,0,3,8,0,0
1952,Graduation,Single,61823.0,0,1,3604,26,523,7,134,37,14,169,4,8,2,10,7,0,0
1956,Master,Married,90226.0,0,0,3749,26,1083,108,649,253,151,108,1,4,7,12,2,0,0
1974,Graduation,Married,44989.0,0,1,3675,26,98,0,106,49,10,106,5,5,1,5,6,0,0
1974,Graduation,Married,44989.0,0,1,3675,26,98,0,106,49,10,106,5,5,1,5,6,0,0
1980,Graduation,Married,43586.0,0,1,3776,26,99,2,11,4,0,16,3,3,0,4,8,0,0
1974,Graduation,Single,32233.0,1,0,3787,26,138,15,35,25,11,72,2,6,2,2,9,1,0
1969,Graduation,Together,62882.0,0,1,3767,26,509,133,497,78,24,97,2,7,5,6,4,0,0
1963,Master,Together,57288.0,0,1,3112,27,527,0,21,0,0,60,3,8,1,8,6,0,0
1981,2n Cycle,Together,75774.0,1,0,3252,27,340,21,134,258,14,56,1,7,5,8,4,0,0
1981,2n Cycle,Together,75774.0,1,0,3252,27,340,21,134,258,14,56,1,7,5,8,4,0,0
1988,Master,Single,90247.0,0,0,3169,27,1184,32,352,21,16,16,1,3,4,7,1,1,0
1960,2n Cycle,Single,32218.0,0,0,3242,27,10,24,15,13,1,30,1,2,1,3,7,1,0
1988,Graduation,Married,84219.0,0,0,3255,27,434,137,400,45,137,45,1,3,4,10,1,0,0
1988,Graduation,Married,84219.0,0,0,3255,27,434,137,400,45,137,45,1,3,4,10,1,0,0
1966,Graduation,Divorced,48877.0,0,1,3167,27,102,1,15,2,0,24,1,3,0,4,7,0,0
1950,Graduation,Together,60905.0,0,1,3521,27,208,17,76,36,17,38,2,3,3,7,2,0,0
1964,Graduation,Married,75236.0,0,1,3324,27,438,66,400,12,38,114,1,8,3,13,4,0,0
1953,Graduation,Divorced,62551.0,0,0,3331,27,125,16,98,134,21,27,1,6,7,4,3,0,0
1983,PhD,Together,70123.0,0,0,3382,27,1308,0,396,23,0,0,1,5,7,4,3,0,0
1962,Graduation,Single,50785.0,1,1,3371,27,64,1,21,0,1,27,2,2,1,3,6,0,0
1970,2n Cycle,Married,15315.0,0,0,3586,27,7,4,13,15,8,17,2,2,0,4,5,0,0
1970,2n Cycle,Married,15315.0,0,0,3586,27,7,4,13,15,8,17,2,2,0,4,5,0,0
1970,PhD,Together,64413.0,0,1,3645,27,200,5,44,0,10,20,1,5,1,5,5,0,0
1981,PhD,Married,87171.0,0,0,3648,27,1001,44,107,58,44,44,1,6,7,11,2,0,0
1961,Graduation,Single,30081.0,0,1,3601,27,36,0,2,0,0,4,1,1,0,3,7,0,0
1976,Graduation,Single,20180.0,0,0,3602,27,18,42,24,15,20,18,1,2,1,4,7,0,0
1976,Graduation,Single,20180.0,0,0,3602,27,18,42,24,15,20,18,1,2,1,4,7,0,0
1966,Graduation,Divorced,55686.0,0,1,3608,27,673,0,199,37,47,26,2,6,3,5,4,0,0
1959,2n Cycle,Married,26887.0,0,1,3378,27,6,7,4,3,4,6,1,1,0,3,6,0,0
1977,PhD,Married,61996.0,0,1,3622,27,1050,12,144,0,0,24,3,6,4,8,5,1,0
1952,Graduation,Divorced,51537.0,0,1,3763,27,787,20,204,0,0,92,3,2,2,11,8,0,0
1962,Graduation,Together,72025.0,0,0,3697,27,833,33,549,151,133,233,1,4,3,8,3,0,0
1971,Master,Together,30538.0,1,0,4009,27,284,0,52,8,3,20,4,9,0,4,10,0,0
1991,2n Cycle,Single,61618.0,0,0,3746,27,605,91,399,0,45,205,2,3,6,8,3,0,0
1965,Graduation,Married,77343.0,0,0,3039,28,227,151,573,98,54,31,1,3,4,9,1,0,0
1989,Graduation,Married,75433.0,1,0,3164,28,800,0,297,0,34,57,2,2,5,10,6,0,0
1962,PhD,Widow,82571.0,0,0,3253,28,861,31,558,62,95,79,0,6,5,13,2,0,0
1954,Master,Together,60033.0,0,1,3200,28,62,1,57,19,11,48,2,2,1,5,2,0,0
1983,Graduation,Single,39062.0,1,0,3204,28,23,0,9,0,0,12,1,1,0,3,4,0,0
1972,Graduation,Married,30023.0,1,0,3205,28,11,0,16,7,6,21,1,2,0,3,8,0,0
1970,Graduation,Single,30015.0,1,0,3255,28,25,0,22,2,3,5,2,1,0,4,5,0,0
1980,Graduation,Married,33228.0,1,0,3265,28,22,2,31,7,4,5,1,2,0,3,7,0,0
1967,Graduation,Married,22574.0,2,1,3352,28,25,0,8,2,0,2,2,2,0,3,7,0,0
1967,Graduation,Married,22574.0,2,1,3352,28,25,0,8,2,0,2,2,2,0,3,7,0,0
1957,Graduation,Married,55267.0,0,1,3359,28,161,28,136,32,3,45,4,3,4,6,3,0,0
1958,Graduation,Together,66886.0,0,1,3394,28,315,4,62,41,31,146,2,7,1,7,5,0,0
1971,Graduation,Single,72258.0,0,1,3310,28,522,0,522,227,120,134,2,6,9,5,2,0,0
1984,PhD,Single,82733.0,0,0,3371,28,712,50,420,65,38,38,1,8,4,7,4,1,0
1963,Graduation,Divorced,45146.0,1,1,3457,28,33,0,5,0,0,15,2,1,1,2,4,0,0
1990,2n Cycle,Single,51250.0,1,0,3564,28,342,32,230,34,32,40,5,10,5,4,9,0,0
1951,Graduation,Married,32871.0,1,1,3407,28,22,2,12,0,2,5,1,1,0,3,4,0,0
1978,2n Cycle,Together,63855.0,0,0,3408,28,359,35,314,93,116,89,1,7,3,13,4,0,0
1968,PhD,Divorced,42564.0,0,1,3621,28,324,48,186,39,18,198,6,6,8,4,7,1,0
1972,2n Cycle,Together,46344.0,0,1,3670,28,233,20,57,8,20,91,4,7,1,5,7,0,0
1963,Graduation,Married,50437.0,0,2,3728,28,370,9,92,6,9,4,3,7,1,8,7,0,0
1960,Graduation,Together,70971.0,0,1,3754,28,1001,17,572,93,125,17,7,11,11,5,7,1,0
1977,Graduation,Single,37774.0,2,0,3950,28,173,8,107,7,2,176,4,7,2,3,9,1,1
1963,PhD,Married,4023.0,1,1,3114,29,5,0,1,1,1,1,15,0,0,0,19,0,0
1966,Graduation,Single,33279.0,0,0,2948,29,10,3,3,0,0,0,1,0,0,3,3,0,0
1978,Graduation,Married,42693.0,1,0,3101,29,8,4,20,6,3,16,1,1,0,3,5,0,0
1952,Master,Together,70545.0,0,1,3223,29,138,39,63,55,18,21,1,4,1,7,2,0,0
1957,Graduation,Widow,65486.0,0,1,2949,29,245,19,125,37,67,14,1,4,2,10,2,0,0
1981,Master,Together,77882.0,0,0,3168,29,68,129,396,188,22,15,1,3,3,5,1,0,0
1960,Graduation,Together,78468.0,0,0,3041,29,434,22,388,104,22,34,1,10,7,10,4,0,0
1963,Graduation,Together,77226.0,0,1,3229,29,631,43,239,128,76,21,2,6,8,12,3,0,0
1991,Master,Single,90638.0,0,0,3244,29,1156,120,915,94,144,96,1,3,4,10,1,0,0
1991,Master,Single,90638.0,0,0,3244,29,1156,120,915,94,144,96,1,3,4,10,1,1,0
1948,Graduation,Together,70666.0,0,0,3490,29,398,40,367,119,122,30,1,7,4,4,4,0,0
1959,2n Cycle,Divorced,59052.0,0,1,3332,29,230,35,75,63,57,31,3,7,1,7,5,0,0
1952,Basic,Together,13084.0,0,0,3611,29,2,0,7,3,7,10,1,1,0,3,6,0,0
1949,Graduation,Divorced,49160.0,0,1,3360,29,122,21,43,25,10,15,2,3,1,6,6,0,0
1953,Graduation,Divorced,23272.0,0,0,3363,29,19,3,6,4,2,12,1,1,0,3,4,0,0
1963,Master,Divorced,49476.0,0,1,3482,29,386,23,95,54,41,196,4,2,11,5,2,0,0
1965,Master,Married,62694.0,1,1,3485,29,379,6,157,25,91,91,5,9,3,7,7,0,0
1973,PhD,Together,57906.0,0,1,3343,29,243,11,119,10,3,15,3,4,2,8,4,0,0
1982,Graduation,Together,71853.0,0,0,3436,29,358,108,413,141,97,32,1,2,8,6,1,0,0
1982,Graduation,Together,71853.0,0,0,3436,29,358,108,413,141,97,32,1,2,8,6,1,0,0
1959,Graduation,Married,65031.0,0,1,3577,29,258,107,291,84,37,86,4,10,3,13,7,0,0
1960,Graduation,Together,30507.0,0,0,3346,29,65,36,74,38,20,110,1,5,1,4,7,0,0
1970,Graduation,Together,67419.0,0,1,3637,29,846,84,352,91,56,42,4,9,4,8,5,0,0
1950,Graduation,Married,59462.0,0,1,3532,29,724,17,143,0,8,196,2,9,2,12,7,0,0
1994,Graduation,Single,95529.0,0,0,3947,29,770,29,890,250,27,24,1,7,3,7,3,1,0
1953,Graduation,Widow,53653.0,0,0,3826,29,815,10,239,28,10,108,2,10,4,12,6,0,0
1980,Basic,Married,25965.0,0,0,3828,29,2,2,11,41,7,11,1,2,0,3,8,0,0
1970,Graduation,Married,22979.0,1,0,3858,29,16,17,19,20,21,22,3,3,2,2,8,1,0
1951,PhD,Single,64950.0,0,1,3676,29,819,0,72,12,0,63,2,11,2,10,7,0,0
1985,Graduation,Married,44322.0,1,0,3121,30,46,0,40,3,0,3,2,3,0,3,8,0,0
1983,Graduation,Married,30096.0,1,0,3146,30,5,3,11,12,5,9,1,2,0,3,6,0,0
1983,Graduation,Married,30096.0,1,0,3146,30,5,3,11,12,5,9,1,2,0,3,6,0,0
1977,Graduation,Single,56628.0,0,1,3208,30,479,5,82,7,17,171,2,7,6,5,5,0,0
1977,2n Cycle,Together,82326.0,0,0,3012,30,938,142,754,159,81,183,1,5,10,6,2,1,0
1995,Graduation,Single,71163.0,0,0,3042,30,283,17,372,138,106,44,1,3,8,12,1,0,0
1978,Graduation,Divorced,71022.0,0,1,2982,30,909,12,278,0,12,242,3,5,2,11,8,0,0
1954,2n Cycle,Single,42607.0,0,1,3332,30,156,29,56,30,32,47,2,3,2,7,3,0,0
1975,Graduation,Married,43057.0,0,1,3350,30,213,2,44,0,2,5,4,4,2,5,5,0,0
1975,Master,Married,47808.0,0,1,3360,30,123,1,26,2,0,72,2,3,2,3,7,0,0
1987,Graduation,Single,29236.0,1,0,3431,30,37,4,24,16,9,9,2,4,0,3,9,0,0
1969,Graduation,Widow,40590.0,1,1,3612,30,154,0,50,6,11,37,5,3,4,3,6,0,0
1969,Graduation,Widow,40590.0,1,1,3612,30,154,0,50,6,11,37,5,3,4,3,6,0,0
1959,Master,Married,77520.0,0,1,3413,30,940,44,396,0,88,58,1,8,7,7,4,1,0
1981,Graduation,Married,40211.0,1,1,3442,30,51,1,7,2,1,25,2,2,1,2,8,0,0
1973,PhD,Together,63516.0,1,1,3495,30,141,11,114,15,14,5,4,4,1,7,5,0,0
1974,Graduation,Divorced,53034.0,1,1,3503,30,160,15,196,15,11,50,8,6,1,7,8,0,0
1975,Master,Together,22669.0,1,0,3511,30,16,14,36,37,22,48,3,4,1,2,9,1,0
1982,Graduation,Married,79908.0,0,0,3529,30,557,129,761,29,185,111,1,5,6,7,2,0,0
1986,PhD,Single,69867.0,0,0,3618,30,196,0,512,33,130,54,1,3,5,8,1,1,0
1966,Graduation,Divorced,70287.0,0,0,3618,30,295,35,482,121,120,40,1,5,5,10,3,1,0
1966,Graduation,Single,37070.0,1,1,3574,30,231,7,137,4,15,39,9,5,1,8,7,1,0
1966,Graduation,Single,37070.0,1,1,3574,30,231,7,137,4,15,39,9,5,1,8,7,1,0
1966,Master,Married,38179.0,1,1,3580,30,38,4,22,4,2,20,4,3,1,3,7,0,0
1983,Graduation,Married,39922.0,1,0,3608,30,29,12,59,19,1,36,2,3,0,4,8,0,0
1983,Graduation,Married,39922.0,1,0,3608,30,29,12,59,19,1,36,2,3,0,4,8,0,0
1983,Graduation,Married,39922.0,1,0,3608,30,29,12,59,19,1,36,2,3,0,4,8,0,0
1963,Master,Single,64191.0,0,1,3631,30,420,15,186,151,38,15,3,5,3,13,3,0,0
1975,2n Cycle,Single,41658.0,1,1,3764,30,8,4,12,15,4,29,2,1,1,2,4,0,0
1976,Graduation,Divorced,40780.0,0,1,3797,30,229,27,71,13,3,34,4,7,1,5,9,0,0
1979,Graduation,Together,77568.0,0,1,3781,30,1230,0,396,232,178,158,1,10,2,8,5,0,0
1985,Graduation,Single,66503.0,1,0,3792,30,91,64,128,65,3,50,2,4,3,6,3,0,0
1986,Graduation,Married,83512.0,0,0,3120,31,1060,61,835,80,20,101,1,4,7,10,1,1,0
1964,PhD,Married,31686.0,1,1,3162,31,11,0,5,0,0,1,2,1,0,3,6,0,0
1976,Graduation,Together,71322.0,0,1,3252,31,121,24,124,24,15,42,1,4,1,7,2,0,0
1988,Graduation,Single,27938.0,1,0,3170,31,13,0,8,2,1,5,1,1,0,4,3,0,0
1951,Graduation,Divorced,22263.0,1,1,3199,31,17,0,2,0,0,2,2,1,0,3,6,0,1
1956,Graduation,Together,34633.0,2,1,3265,31,8,1,5,0,0,1,1,1,0,2,6,0,0
1981,Graduation,Together,42162.0,1,0,3330,31,46,7,59,2,4,27,2,3,1,3,6,1,0
1976,PhD,Together,162397.0,1,1,3588,31,85,1,16,2,1,2,0,0,0,1,1,0,0
1978,Graduation,Widow,54162.0,1,1,3576,31,5,6,10,6,5,10,1,1,0,3,4,0,0
1955,2n Cycle,Divorced,41769.0,0,1,3609,31,302,29,131,32,0,27,6,8,1,7,8,0,0
1981,PhD,Together,44953.0,0,0,3663,31,728,17,133,11,8,124,1,7,3,13,6,0,0
1978,PhD,Married,37717.0,1,0,3691,31,9,0,6,4,1,5,1,1,0,2,9,0,0
1978,PhD,Married,37717.0,1,0,3691,31,9,0,6,4,1,5,1,1,0,2,9,0,0
1970,Graduation,Together,40548.0,0,1,3735,31,110,0,5,2,0,3,2,2,1,4,5,0,0
1975,2n Cycle,Divorced,67893.0,0,1,4009,31,711,28,142,49,18,47,2,3,2,9,8,0,0
1953,Graduation,Single,69267.0,0,0,3753,31,778,44,499,95,73,146,2,3,4,5,7,1,0
1976,Basic,Divorced,9548.0,1,0,3798,31,0,1,3,10,6,9,2,1,0,3,8,0,0
1958,Graduation,Single,68281.0,0,0,3829,31,995,112,417,42,48,41,1,2,9,13,5,1,0
1960,2n Cycle,Together,92556.0,0,0,3178,32,493,183,352,184,23,28,0,3,5,13,0,0,0
1979,Graduation,Single,48526.0,1,0,3295,32,23,17,23,43,20,9,1,2,1,4,3,0,0
1991,Graduation,Single,90273.0,0,0,3305,32,704,129,853,120,74,111,1,5,6,7,2,1,0
1981,2n Cycle,Together,19414.0,1,0,3364,32,2,3,12,3,5,7,1,1,0,3,8,0,0
1958,PhD,Single,79761.0,0,1,3553,32,415,5,124,15,35,11,1,5,2,11,3,0,0
1951,PhD,Married,53312.0,0,0,3402,32,241,0,12,0,0,25,1,5,1,5,7,0,0
1982,2n Cycle,Together,41039.0,0,0,3447,32,34,11,137,179,61,45,1,8,1,5,8,0,0
1961,Graduation,Together,88347.0,0,0,3587,32,1050,178,555,77,138,118,1,4,7,9,1,0,0
1983,PhD,Married,50150.0,0,0,3482,32,135,46,92,65,61,11,2,5,2,7,5,0,0
1983,PhD,Married,50150.0,0,0,3482,32,135,46,92,65,61,11,2,5,2,7,5,0,0
1971,Graduation,Single,10245.0,1,0,3518,32,4,7,7,6,4,13,3,1,2,2,5,0,0
1985,PhD,Married,33454.0,1,0,3436,32,76,10,56,3,1,23,2,4,0,4,8,0,0
1952,Graduation,Single,40887.0,1,1,3497,32,50,4,44,10,10,43,3,3,1,3,9,1,0
1975,Graduation,Together,55914.0,0,1,3534,32,384,60,364,119,101,232,4,11,6,8,7,0,0
1983,Graduation,Together,37292.0,1,0,3545,32,275,0,86,10,23,66,5,6,3,5,8,0,0
1971,Graduation,Married,52914.0,0,1,3471,32,254,10,44,30,10,227,2,7,3,3,7,0,0
1972,2n Cycle,Married,24884.0,1,0,3685,32,3,6,7,0,0,3,1,0,0,3,7,0,0
1970,Graduation,Single,67384.0,0,1,3734,32,957,40,175,158,53,107,2,7,8,5,5,0,0
1960,Graduation,Married,51651.0,0,1,3826,32,293,6,23,13,6,92,4,6,2,5,8,0,0
1980,Graduation,Married,82497.0,0,0,3714,32,777,129,573,216,21,203,1,2,7,9,4,0,0
1963,2n Cycle,Married,32632.0,0,0,3980,32,63,151,137,153,19,53,2,4,4,8,5,0,0
1963,Master,Married,33562.0,1,2,3112,33,21,12,12,0,3,3,3,2,0,4,4,0,0
1967,Graduation,Single,79146.0,1,1,3174,33,245,16,223,21,43,16,2,8,1,8,6,0,0
1967,Graduation,Single,79146.0,1,1,3174,33,245,16,223,21,43,16,2,8,1,8,6,0,0
1981,Master,Single,36143.0,1,0,3199,33,12,0,1,0,0,6,1,0,1,2,3,0,0
1973,Master,Married,27159.0,1,1,3200,33,17,0,3,0,0,1,2,1,0,3,6,0,0
1960,Master,Together,41275.0,1,2,3205,33,24,4,22,0,2,9,4,3,1,3,5,0,0
1965,2n Cycle,Married,76800.0,0,0,3073,33,173,26,255,35,71,81,1,4,4,7,1,0,0
1987,Graduation,Married,75794.0,0,0,3295,33,754,160,625,63,32,48,1,7,5,12,3,0,0
1951,Graduation,Married,30833.0,1,1,3456,33,11,0,7,3,1,6,2,1,0,3,5,0,0
1949,PhD,Single,26518.0,1,1,3437,33,20,1,28,3,3,2,3,2,0,3,8,1,0
1981,Graduation,Single,91065.0,0,0,3600,33,822,114,108,179,137,114,1,7,9,9,3,1,0
1962,Master,Single,45183.0,0,0,3633,33,219,3,60,12,9,12,1,4,1,7,7,0,0
1950,Graduation,Together,48070.0,0,1,3640,33,373,14,83,6,9,19,3,8,2,6,7,0,1
1971,Graduation,Widow,30372.0,1,1,3659,33,15,0,12,7,3,7,3,2,0,3,7,0,0
1971,Graduation,Widow,30372.0,1,1,3659,33,15,0,12,7,3,7,3,2,0,3,7,0,0
1975,2n Cycle,Married,57036.0,0,1,3702,33,1171,43,219,19,14,47,4,6,3,13,9,0,0
1970,Graduation,Widow,66731.0,0,1,3675,33,371,159,194,58,106,141,4,4,3,6,3,0,0
1970,PhD,Divorced,35682.0,1,0,3110,34,23,0,8,6,2,18,1,1,1,3,2,0,0
1989,Master,Divorced,10979.0,0,0,3146,34,8,4,10,2,2,4,2,3,0,3,5,0,0
1989,Master,Divorced,10979.0,0,0,3146,34,8,4,10,2,2,4,2,3,0,3,5,0,0
1965,PhD,Divorced,57912.0,0,1,3212,34,801,0,80,0,0,35,5,8,3,12,5,0,0
1972,Graduation,Married,36026.0,2,1,3213,34,20,4,10,6,4,17,2,2,0,3,6,0,0
1971,Graduation,Married,35788.0,1,1,3265,34,23,2,11,3,1,4,2,2,0,3,6,0,0
1959,Graduation,Married,42243.0,1,1,3337,34,48,0,2,0,0,5,2,2,0,3,7,0,0
1956,Graduation,Divorced,46086.0,0,1,3583,34,244,8,32,7,2,50,4,3,1,8,4,0,0
1978,Master,Together,61346.0,1,0,3492,34,562,58,168,43,16,142,1,5,7,10,3,0,0
1971,Master,Single,33316.0,1,1,3553,34,79,1,31,4,4,12,3,2,1,4,6,0,0
1971,Master,Single,33316.0,1,1,3553,34,79,1,31,4,4,12,3,2,1,4,6,0,0
1987,Basic,Single,21063.0,1,0,3385,34,1,10,11,19,3,15,2,2,0,3,6,0,0
1970,Graduation,Single,33697.0,1,0,3395,34,4,3,7,0,3,11,1,1,0,2,7,0,0
1978,2n Cycle,Married,25804.0,1,0,3644,34,8,7,9,13,6,12,2,2,0,3,8,0,0
1977,Graduation,Married,72117.0,0,1,3421,34,707,20,171,65,60,50,1,9,7,9,5,0,0
1966,Graduation,Married,61286.0,0,1,3614,34,356,0,107,19,9,117,2,7,1,8,5,0,0
1966,Graduation,Married,61286.0,0,1,3614,34,356,0,107,19,9,117,2,7,1,8,5,0,0
1958,Graduation,Together,65196.0,0,2,3447,34,743,19,181,12,0,200,2,7,6,11,5,0,0
1971,Graduation,Divorced,55635.0,0,1,3701,34,235,65,164,50,49,27,4,7,3,7,6,0,0
1981,Master,Together,42021.0,1,0,3775,34,393,5,136,7,5,27,5,10,1,6,9,0,0
1972,Master,Married,75251.0,0,0,3779,34,721,111,925,97,18,18,1,7,6,5,5,1,0
1968,Graduation,Together,35322.0,1,2,3784,34,28,9,37,12,7,13,3,2,0,4,8,0,0
1969,PhD,Together,53374.0,0,1,3790,34,896,10,101,13,10,34,6,4,2,9,9,1,0
1959,Graduation,Married,87195.0,0,0,3071,35,217,76,690,50,26,38,1,3,11,5,1,1,0
1981,2n Cycle,Single,42395.0,1,1,3194,35,48,13,57,24,15,25,4,3,1,4,7,0,0
1966,Graduation,Together,82427.0,0,0,2951,35,482,147,509,104,107,107,1,3,5,12,1,0,0
1969,Master,Together,44602.0,1,1,3242,35,167,2,89,0,0,34,6,6,1,4,8,0,0
1951,Graduation,Married,94642.0,0,0,2952,35,879,143,797,106,143,143,0,5,7,9,1,0,0
1983,Graduation,Together,28359.0,1,0,3353,35,6,0,5,2,1,2,1,1,0,2,7,0,0
1975,Graduation,Single,55801.0,1,1,3388,35,367,4,51,6,4,95,6,7,2,6,7,0,0
1973,Graduation,Married,92955.0,0,0,3422,35,693,21,925,31,24,84,1,6,7,9,2,1,0
1968,Graduation,Together,56534.0,0,1,3449,35,691,7,61,10,0,46,4,10,4,7,8,1,0
1962,Graduation,Single,69627.0,0,1,3577,35,231,161,215,171,30,53,2,8,2,11,5,0,0
1970,Master,Divorced,78579.0,0,0,3662,35,816,66,549,216,66,99,1,5,6,4,3,1,0
1980,Graduation,Together,44964.0,1,1,3668,35,19,1,17,2,0,2,1,1,0,3,8,0,0
1974,PhD,Single,30899.0,1,0,3732,35,24,0,8,0,0,1,2,1,0,3,6,0,0
1964,PhD,Divorced,78825.0,0,0,3761,35,483,74,114,169,37,18,1,5,10,13,3,1,0
1987,Graduation,Married,25545.0,1,0,3797,35,32,1,64,16,12,85,3,2,2,3,6,1,0
1971,PhD,Widow,47111.0,0,1,3797,35,595,71,153,120,112,41,6,3,2,10,9,0,0
1955,PhD,Single,49667.0,0,0,3786,35,1181,26,120,17,13,39,2,5,10,5,8,1,0
1947,Master,Together,66000.0,0,0,3178,36,244,51,270,101,0,45,1,1,3,5,1,0,0
1964,PhD,Together,46910.0,1,1,3206,36,48,0,14,0,0,6,2,2,0,3,6,0,0
